TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
R-MMU-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-390650	Histamine receptors	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-5660526	Response to metal ions	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-844455	The NLRP1 inflammasome	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-140179	Amine Oxidase reactions	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-6803544	Ion influx/efflux at host-pathogen interface	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-112313	Neurotransmitter uptake and Metabolism In Glial Cells	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-204626	Hypusine synthesis from eIF5A-lysine	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-1296025	ATP sensitive Potassium channels	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-3134973	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-8848584	Wax biosynthesis	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-71262	Carnitine synthesis	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-2243919	Crosslinking of collagen fibrils	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-6807047	Cholesterol biosynthesis via desmosterol	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-804914	Transport of fatty acids	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-1237112	Methionine salvage pathway	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-381033	ATF6 (ATF6-alpha) activates chaperones	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-8849474	PTK6 Activates STAT3	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-110381	Resolution of AP sites via the single-nucleotide replacement pathway	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-1296053	Classical Kir channels	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-561048	Organic anion transport	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-4551638	SUMOylation of chromatin organization proteins	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-3000497	Scavenging by Class H Receptors	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-2473224	Antagonism of Activin by Follistatin	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-156842	Eukaryotic Translation Elongation	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-176974	Unwinding of DNA	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-210455	Astrocytic Glutamate-Glutamine Uptake And Metabolism	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-77352	Beta oxidation of butanoyl-CoA to acetyl-CoA	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-165158	Activation of AKT2	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-209905	Catecholamine biosynthesis	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-5660668	CLEC7A/inflammasome pathway	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-6807062	Cholesterol biosynthesis via lathosterol	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-1989781	PPARA activates gene expression	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-190861	Gap junction assembly	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-209563	Axonal growth stimulation	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-888593	Reuptake of GABA	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-75157	FasL/ CD95L signaling	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-69200	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-444209	Free fatty acid receptors	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-2142789	Ubiquinol biosynthesis	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-426486	Small interfering RNA (siRNA) biogenesis	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-6783984	Glycine degradation	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-1296061	HCN channels	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-1855191	Synthesis of IPs in the nucleus	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-194306	Neurophilin interactions with VEGF and VEGFR	0.999999999974749	-2.52514423046362e-11	4	0	0	20	8672
R-MMU-176408	Regulation of APC/C activators between G1/S and early anaphase	0.999999999974983	-2.50170671871775e-11	76	0	0	20	8672
R-MMU-535734	Fatty acid, triacylglycerol, and ketone body metabolism	0.999999999975353	-2.46466960535977e-11	141	0	0	20	8672
R-MMU-73857	RNA Polymerase II Transcription	0.999999999975353	-2.46466960535977e-11	141	0	0	20	8672
R-MMU-1428517	The citric acid (TCA) cycle and respiratory electron transport	0.999999999975365	-2.46350576256823e-11	143	0	0	20	8672
R-MMU-2151201	Transcriptional activation of mitochondrial biogenesis	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-197264	Nicotinamide salvaging	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-193993	Mineralocorticoid biosynthesis	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-2022377	Metabolism of Angiotensinogen to Angiotensins	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-190375	FGFR2c ligand binding and activation	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-1247673	Erythrocytes take up oxygen and release carbon dioxide	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-1502540	Signaling by Activin	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-139853	Elevation of cytosolic Ca2+ levels	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-202670	ERKs are inactivated	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-167060	NGF processing	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-2024101	CS/DS degradation	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-159854	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-425561	Sodium/Calcium exchangers	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-5654227	Phospholipase C-mediated cascade; FGFR3	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-190372	FGFR3c ligand binding and activation	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-5633008	TP53 Regulates Transcription of Cell Death Genes	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-157858	Gap junction trafficking and regulation	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-3322077	Glycogen synthesis	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-418457	cGMP effects	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-202040	G-protein activation	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-5668599	RHO GTPases Activate NADPH Oxidases	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-190239	FGFR3 ligand binding and activation	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-977441	GABA A receptor activation	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-5626467	RHO GTPases activate IQGAPs	0.99999999997543	-2.45699881000367e-11	13	0	0	20	8672
R-MMU-72187	mRNA 3'-end processing	0.999999999975599	-2.44011687322535e-11	55	0	0	20	8672
R-MMU-373755	Semaphorin interactions	0.999999999975599	-2.44011687322535e-11	55	0	0	20	8672
R-MMU-72702	Ribosomal scanning and start codon recognition	0.999999999975599	-2.44011687322535e-11	55	0	0	20	8672
R-MMU-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	0.999999999975599	-2.44011687322535e-11	55	0	0	20	8672
R-MMU-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	0.999999999975599	-2.44011687322535e-11	55	0	0	20	8672
R-MMU-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	0.999999999975599	-2.44011687322535e-11	55	0	0	20	8672
R-MMU-202403	TCR signaling	0.999999999976015	-2.39849675784987e-11	108	0	0	20	8672
R-MMU-74182	Ketone body metabolism	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-1368082	RORA activates gene expression	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-174403	Glutathione synthesis and recycling	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-8850843	Phosphate bond hydrolysis by NTPDase proteins	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-162658	Golgi Cisternae Pericentriolar Stack Reorganization	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-629597	Highly calcium permeable nicotinic acetylcholine receptors	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-110056	MAPK3 (ERK1) activation	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-1362409	Mitochondrial iron-sulfur cluster biogenesis	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-446107	Type I hemidesmosome assembly	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-937039	IRAK1 recruits IKK complex	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-8875656	MET receptor recycling	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-425986	Sodium/Proton exchangers	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-391908	Prostanoid ligand receptors	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-2485179	Activation of the phototransduction cascade	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-3772470	Negative regulation of TCF-dependent signaling by WNT ligand antagonists	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-727802	Transport of nucleotide sugars	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-1296052	Ca2+ activated K+ channels	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-73928	Depyrimidination	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-209822	Glycoprotein hormones	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-110329	Cleavage of the damaged pyrimidine	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-937042	IRAK2 mediated activation of TAK1 complex	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-442380	Zinc influx into cells by the SLC39 gene family	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-432142	Platelet sensitization by LDL	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-5685939	HDR through MMEJ (alt-NHEJ)	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-2179392	EGFR Transactivation by Gastrin	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-3270619	IRF3-mediated induction of type I IFN	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-193697	p75NTR regulates axonogenesis	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-429947	Deadenylation of mRNA	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-140342	Apoptosis induced DNA fragmentation	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-4419969	Depolymerisation of the Nuclear Lamina	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-8866907	Activation of the TFAP2 (AP-2) family of transcription factors	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-211958	Miscellaneous substrates	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-975578	Reactions specific to the complex N-glycan synthesis pathway	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-211227	Activation of DNA fragmentation factor	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-77286	mitochondrial fatty acid beta-oxidation of saturated fatty acids	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-5607763	CLEC7A (Dectin-1) induces NFAT activation	0.99999999997636	-2.36398648693745e-11	9	0	0	20	8672
R-MMU-5419276	Mitochondrial translation termination	0.99999999997641	-2.35900920507626e-11	85	0	0	20	8672
R-MMU-8856825	Cargo recognition for clathrin-mediated endocytosis	0.99999999997641	-2.35900920507626e-11	85	0	0	20	8672
R-MMU-418346	Platelet homeostasis	0.999999999977026	-2.29741563304619e-11	56	0	0	20	8672
R-MMU-373080	Class B/2 (Secretin family receptors)	0.999999999977026	-2.29741563304619e-11	56	0	0	20	8672
R-MMU-977443	GABA receptor activation	0.999999999977026	-2.29741563304619e-11	56	0	0	20	8672
R-MMU-112382	Formation of RNA Pol II elongation complex	0.999999999977026	-2.29741563304619e-11	56	0	0	20	8672
R-MMU-75955	RNA Polymerase II Transcription Elongation	0.999999999977026	-2.29741563304619e-11	56	0	0	20	8672
R-MMU-432722	Golgi Associated Vesicle Biogenesis	0.999999999977026	-2.29741563304619e-11	56	0	0	20	8672
R-MMU-1660516	Synthesis of PIPs at the early endosome membrane	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-163560	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-204174	Regulation of pyruvate dehydrogenase (PDH) complex	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-5682910	LGI-ADAM interactions	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-2046104	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-181431	Acetylcholine Binding And Downstream Events	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-430039	mRNA decay by 5' to 3' exoribonuclease	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-629602	Activation of Nicotinic Acetylcholine Receptors	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-68884	Mitotic Telophase/Cytokinesis	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-622327	Postsynaptic nicotinic acetylcholine receptors	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-418359	Reduction of cytosolic Ca++ levels	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-5218859	Regulated Necrosis	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-391903	Eicosanoid ligand-binding receptors	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-69109	Leading Strand Synthesis	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-174411	Polymerase switching on the C-strand of the telomere	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-2046106	alpha-linolenic acid (ALA) metabolism	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-74217	Purine salvage	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-3000170	Syndecan interactions	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-1250196	SHC1 events in ERBB2 signaling	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-997269	Inhibition of adenylate cyclase pathway	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-69091	Polymerase switching	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-69166	Removal of the Flap Intermediate	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-399954	Sema3A PAK dependent Axon repulsion	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-6785807	Interleukin-4 and 13 signaling	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-416572	Sema4D induced cell migration and growth-cone collapse	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-170670	Adenylate cyclase inhibitory pathway	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-418597	G alpha (z) signalling events	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-69298	Association of licensing factors with the pre-replicative complex	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-202427	Phosphorylation of CD3 and TCR zeta chains	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-1369062	ABC transporters in lipid homeostasis	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-5213460	RIPK1-mediated regulated necrosis	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-6785631	ERBB2 Regulates Cell Motility	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-190322	FGFR4 ligand binding and activation	0.999999999977252	-2.27485076309426e-11	14	0	0	20	8672
R-MMU-2262752	Cellular responses to stress	0.999999999977635	-2.23650704516513e-11	360	0	0	20	8672
R-MMU-5632684	Hedgehog 'on' state	0.99999999997779	-2.22101061120518e-11	90	0	0	20	8672
R-MMU-6811434	COPI-dependent Golgi-to-ER retrograde traffic	0.999999999977983	-2.20173758364131e-11	53	0	0	20	8672
R-MMU-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	0.999999999977983	-2.20173758364131e-11	53	0	0	20	8672
R-MMU-5693606	DNA Double Strand Break Response	0.999999999977983	-2.20173758364131e-11	53	0	0	20	8672
R-MMU-72172	mRNA Splicing	0.999999999978235	-2.17647160816879e-11	177	0	0	20	8672
R-MMU-69278	Cell Cycle, Mitotic	0.999999999978448	-2.15517849024481e-11	438	0	0	20	8672
R-MMU-5693567	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	0.999999999978726	-2.12741821656125e-11	104	0	0	20	8672
R-MMU-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	0.999999999978726	-2.12741821656125e-11	104	0	0	20	8672
R-MMU-71387	Metabolism of carbohydrates	0.999999999978772	-2.12280236810304e-11	272	0	0	20	8672
R-MMU-418594	G alpha (i) signalling events	0.999999999978936	-2.10641110839122e-11	202	0	0	20	8672
R-MMU-1852241	Organelle biogenesis and maintenance	0.999999999979016	-2.09837968172242e-11	276	0	0	20	8672
R-MMU-15869	Metabolism of nucleotides	0.999999999979276	-2.07238532644513e-11	96	0	0	20	8672
R-MMU-382556	ABC-family proteins mediated transport	0.999999999979276	-2.07238532644513e-11	96	0	0	20	8672
R-MMU-418555	G alpha (s) signalling events	0.999999999979777	-2.02231122679263e-11	116	0	0	20	8672
R-MMU-3214847	HATs acetylate histones	0.999999999979892	-2.01083636814608e-11	77	0	0	20	8672
R-MMU-156580	Phase II conjugation	0.999999999979892	-2.01083636814608e-11	77	0	0	20	8672
R-MMU-674695	RNA Polymerase II Pre-transcription Events	0.999999999979892	-2.01083636814608e-11	77	0	0	20	8672
R-MMU-5668541	TNFR2 non-canonical NF-kB pathway	0.999999999980323	-1.96771517641183e-11	98	0	0	20	8672
R-MMU-1500931	Cell-Cell communication	0.999999999980323	-1.96771517641183e-11	98	0	0	20	8672
R-MMU-425366	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	0.999999999980323	-1.96771517641183e-11	98	0	0	20	8672
R-MMU-69239	Synthesis of DNA	0.999999999980323	-1.96771517641183e-11	98	0	0	20	8672
R-MMU-5576892	Phase 0 - rapid depolarisation	0.999999999980399	-1.96009031968504e-11	33	0	0	20	8672
R-MMU-163359	Glucagon signaling in metabolic regulation	0.999999999980399	-1.96009031968504e-11	33	0	0	20	8672
R-MMU-3301854	Nuclear Pore Complex (NPC) Disassembly	0.999999999980399	-1.96009031968504e-11	33	0	0	20	8672
R-MMU-6783310	Fanconi Anemia Pathway	0.999999999980399	-1.96009031968504e-11	33	0	0	20	8672
R-MMU-1980143	Signaling by NOTCH1	0.999999999980399	-1.96009031968504e-11	33	0	0	20	8672
R-MMU-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	0.999999999980399	-1.96009031968504e-11	33	0	0	20	8672
R-MMU-445355	Smooth Muscle Contraction	0.999999999980399	-1.96009031968504e-11	33	0	0	20	8672
R-MMU-73884	Base Excision Repair	0.999999999980399	-1.96009031968504e-11	33	0	0	20	8672
R-MMU-5654727	Negative regulation of FGFR2 signaling	0.999999999980399	-1.96009031968504e-11	33	0	0	20	8672
R-MMU-174143	APC/C-mediated degradation of cell cycle proteins	0.999999999980481	-1.95188271376322e-11	84	0	0	20	8672
R-MMU-428157	Sphingolipid metabolism	0.999999999980481	-1.95188271376322e-11	84	0	0	20	8672
R-MMU-453276	Regulation of mitotic cell cycle	0.999999999980481	-1.95188271376322e-11	84	0	0	20	8672
R-MMU-168138	Toll Like Receptor 9 (TLR9) Cascade	0.999999999980481	-1.95188271376322e-11	84	0	0	20	8672
R-MMU-2565942	Regulation of PLK1 Activity at G2/M Transition	0.999999999980481	-1.95188271376322e-11	84	0	0	20	8672
R-MMU-453274	Mitotic G2-G2/M phases	0.999999999980669	-1.9330531908456e-11	167	0	0	20	8672
R-MMU-2262749	Cellular response to hypoxia	0.999999999981201	-1.87990159225036e-11	69	0	0	20	8672
R-MMU-1234174	Regulation of Hypoxia-inducible Factor (HIF) by oxygen	0.999999999981201	-1.87990159225036e-11	69	0	0	20	8672
R-MMU-174824	Lipoprotein metabolism	0.999999999981201	-1.87990159225036e-11	69	0	0	20	8672
R-MMU-500792	GPCR ligand binding	0.999999999981317	-1.86827854740846e-11	399	0	0	20	8672
R-MMU-204005	COPII (Coat Protein 2) Mediated Vesicle Transport	0.999999999981356	-1.86436151932573e-11	62	0	0	20	8672
R-MMU-1650814	Collagen biosynthesis and modifying enzymes	0.999999999981356	-1.86436151932573e-11	62	0	0	20	8672
R-MMU-69563	p53-Dependent G1 DNA Damage Response	0.999999999981356	-1.86436151932573e-11	62	0	0	20	8672
R-MMU-174084	Autodegradation of Cdh1 by Cdh1:APC/C	0.999999999981356	-1.86436151932573e-11	62	0	0	20	8672
R-MMU-69580	p53-Dependent G1/S DNA damage checkpoint	0.999999999981356	-1.86436151932573e-11	62	0	0	20	8672
R-MMU-382551	Transmembrane transport of small molecules	0.999999999981598	-1.84021778753847e-11	624	0	0	20	8672
R-MMU-156590	Glutathione conjugation	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-210991	Basigin interactions	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-6803529	FGFR2 alternative splicing	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-114508	Effects of PIP2 hydrolysis	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-1296041	Activation of G protein gated Potassium channels	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-1482788	Acyl chain remodelling of PC	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-157579	Telomere Maintenance	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-110314	Recognition of DNA damage by PCNA-containing replication complex	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-111997	CaM pathway	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-6811436	COPI-independent Golgi-to-ER retrograde traffic	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-211976	Endogenous sterols	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-375170	CDO in myogenesis	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-525793	Myogenesis	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-5218920	VEGFR2 mediated vascular permeability	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-5673000	RAF activation	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-113510	E2F mediated regulation of DNA replication	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-1296059	G protein gated Potassium channels	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-77075	RNA Pol II CTD phosphorylation and interaction with CE	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-202433	Generation of second messenger molecules	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-977606	Regulation of Complement cascade	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-2871809	FCERI mediated Ca+2 mobilization	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-1971475	A tetrasaccharide linker sequence is required for GAG synthesis	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-111933	Calmodulin induced events	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-174800	Chylomicron-mediated lipid transport	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-2022854	Keratan sulfate biosynthesis	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-997272	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-180786	Extension of Telomeres	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-1538133	G0 and Early G1	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
