TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
R-MMU-389542	NADPH regeneration	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-5263617	Metabolism of ingested MeSeO2H into MeSeH	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-2534343	Interaction With Cumulus Cells	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-1855231	Synthesis of IPs in the ER lumen	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-198765	Signalling to ERK5	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-1299287	Tandem pore domain halothane-inhibited K+ channel (THIK)	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-1299361	TWIK-related alkaline pH activated K+ channel (TALK)	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-379716	Cytosolic tRNA aminoacylation	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-1483076	Synthesis of CL	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-140180	COX reactions	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-6804754	Regulation of TP53 Expression	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-111448	Activation of NOXA and translocation to mitochondria	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-211957	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-379726	Mitochondrial tRNA aminoacylation	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-5690714	CD22 mediated BCR regulation	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-211994	Sterols are 12-hydroxylated by CYP8B1	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-211999	CYP2E1 reactions	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-181429	Serotonin Neurotransmitter Release Cycle	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-1299344	TWIK-related spinal cord K+ channel (TRESK)	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-6806664	Metabolism of vitamin K	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-1300645	Acrosome Reaction	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-190704	Oligomerization of connexins into connexons	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-156902	Peptide chain elongation	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-1483196	PI and PC transport between ER and Golgi membranes	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-975574	Reactions specific to the hybrid N-glycan synthesis pathway	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-2408552	Methylation of MeSeH for excretion	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-2142696	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)	0.99999999999147	-8.52976673668127e-12	1	0	0	20	8672
R-MMU-114608	Platelet degranulation	0.999999999992462	-7.53784963849039e-12	135	0	0	20	8672
R-MMU-397014	Muscle contraction	0.999999999992499	-7.50114235740989e-12	158	0	0	20	8672
R-MMU-373076	Class A/1 (Rhodopsin-like receptors)	0.999999999992636	-7.36357473733304e-12	296	0	0	20	8672
R-MMU-1483206	Glycerophospholipid biosynthesis	0.99999999999299	-7.00982856519121e-12	120	0	0	20	8672
R-MMU-68827	CDT1 association with the CDC6:ORC:origin complex	0.999999999994527	-5.47249617065538e-12	58	0	0	20	8672
R-MMU-4608870	Asymmetric localization of PCP proteins	0.999999999994527	-5.47249617065538e-12	58	0	0	20	8672
R-MMU-1632852	Macroautophagy	0.999999999994527	-5.47249617065538e-12	58	0	0	20	8672
R-MMU-5676590	NIK-->noncanonical NF-kB signaling	0.999999999994527	-5.47249617065538e-12	58	0	0	20	8672
R-MMU-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	0.999999999994527	-5.47249617065538e-12	58	0	0	20	8672
R-MMU-5607761	Dectin-1 mediated noncanonical NF-kB signaling	0.999999999994527	-5.47249617065538e-12	58	0	0	20	8672
R-MMU-111885	Opioid Signalling	0.999999999994527	-5.47249617065538e-12	58	0	0	20	8672
R-MMU-388841	Costimulation by the CD28 family	0.999999999994527	-5.47249617065538e-12	58	0	0	20	8672
R-MMU-6799198	Complex I biogenesis	0.999999999994527	-5.47249617065538e-12	58	0	0	20	8672
R-MMU-69017	CDK-mediated phosphorylation and removal of Cdc6	0.999999999994664	-5.33557079035724e-12	50	0	0	20	8672
R-MMU-75105	Fatty Acyl-CoA Biosynthesis	0.999999999994664	-5.33557079035724e-12	50	0	0	20	8672
R-MMU-1500620	Meiosis	0.999999999995481	-4.51937162535736e-12	123	0	0	20	8672
R-MMU-991365	Activation of GABAB receptors	0.999999999996925	-3.07460345693683e-12	40	0	0	20	8672
R-MMU-977444	GABA B receptor activation	0.999999999996925	-3.07460345693683e-12	40	0	0	20	8672
R-MMU-112043	PLC beta mediated events	0.999999999996925	-3.07460345693683e-12	40	0	0	20	8672
R-MMU-2022090	Assembly of collagen fibrils and other multimeric structures	0.999999999996925	-3.07460345693683e-12	40	0	0	20	8672
R-MMU-5654743	Signaling by FGFR4	0.999999999996925	-3.07460345693683e-12	40	0	0	20	8672
R-MMU-165159	mTOR signalling	0.999999999996925	-3.07460345693683e-12	40	0	0	20	8672
R-MMU-1227986	Signaling by ERBB2	0.999999999996925	-3.07460345693683e-12	40	0	0	20	8672
R-MMU-425397	Transport of vitamins, nucleosides, and related molecules	0.999999999996925	-3.07460345693683e-12	40	0	0	20	8672
R-MMU-5689880	Ub-specific processing proteases	0.999999999997157	-2.84343741682444e-12	171	0	0	20	8672
R-MMU-156827	L13a-mediated translational silencing of Ceruloplasmin expression	0.999999999997345	-2.65479114943455e-12	102	0	0	20	8672
R-MMU-5576891	Cardiac conduction	0.999999999997345	-2.65479114943455e-12	102	0	0	20	8672
R-MMU-202733	Cell surface interactions at the vascular wall	0.999999999997345	-2.65479114943455e-12	102	0	0	20	8672
R-MMU-1253288	Downregulation of ERBB4 signaling	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-111471	Apoptotic factor-mediated response	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-198693	AKT phosphorylates targets in the nucleus	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-629587	Highly sodium permeable acetylcholine nicotinic receptors	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-5576894	Phase 1 - inactivation of fast Na+ channels	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-196791	Vitamin D (calciferol) metabolism	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-189483	Heme degradation	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-71288	Creatine metabolism	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-392170	ADP signalling through P2Y purinoceptor 12	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-8937144	Aryl hydrocarbon receptor signalling	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-190371	FGFR3b ligand binding and activation	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-196836	Vitamin C (ascorbate) metabolism	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-199920	CREB phosphorylation	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-426117	Cation-coupled Chloride cotransporters	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-1482883	Acyl chain remodeling of DAG and TAG	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-1234158	Regulation of gene expression by Hypoxia-inducible Factor	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-447041	CHL1 interactions	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-1461957	Beta defensins	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-1614558	Degradation of cysteine and homocysteine	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-2214320	Anchoring fibril formation	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-162791	Attachment of GPI anchor to uPAR	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-4641265	Repression of WNT target genes	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-1461973	Defensins	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-2408522	Selenoamino acid metabolism	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-196025	Formation of annular gap junctions	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-426496	Post-transcriptional silencing by small RNAs	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-111453	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-112311	Neurotransmitter Clearance In The Synaptic Cleft	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-879415	Advanced glycosylation endproduct receptor signaling	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-390247	Beta-oxidation of very long chain fatty acids	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-1483148	Synthesis of PG	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-6814848	Glycerophospholipid catabolism	0.999999999998749	-1.25140396299978e-12	7	0	0	20	8672
R-MMU-5620912	Anchoring of the basal body to the plasma membrane	1.00000000000106	1.05696290636084e-12	93	0	0	20	8672
R-MMU-72689	Formation of a pool of free 40S subunits	1.00000000000106	1.05696290636084e-12	93	0	0	20	8672
R-MMU-3108232	SUMO E3 ligases SUMOylate target proteins	1.00000000000106	1.05696290636084e-12	93	0	0	20	8672
R-MMU-975576	N-glycan antennae elongation in the medial/trans-Golgi	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-5654700	FRS-mediated FGFR2 signaling	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-5683826	Surfactant metabolism	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-917729	Endosomal Sorting Complex Required For Transport (ESCRT)	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-901042	Calnexin/calreticulin cycle	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-389661	Glyoxylate metabolism and glycine degradation	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-191273	Cholesterol biosynthesis	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-3295583	TRP channels	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-2168880	Scavenging of heme from plasma	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-5654708	Downstream signaling of activated FGFR3	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-3928663	EPHA-mediated growth cone collapse	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-168638	NOD1/2 Signaling Pathway	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-70614	Amino acid synthesis and interconversion (transamination)	1.00000000000108	1.08052762904169e-12	25	0	0	20	8672
R-MMU-400685	Sema4D in semaphorin signaling	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-381119	Unfolded Protein Response (UPR)	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-1482925	Acyl chain remodelling of PG	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-5423646	Aflatoxin activation and detoxification	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-392518	Signal amplification	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-1660514	Synthesis of PIPs at the Golgi membrane	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-450604	KSRP (KHSRP) binds and destabilizes mRNA	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-877300	Interferon gamma signaling	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-196757	Metabolism of folate and pterines	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-1480926	O2/CO2 exchange in erythrocytes	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-456926	Thrombin signalling through proteinase activated receptors (PARs)	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-442729	CREB phosphorylation through the activation of CaMKII	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-5651801	PCNA-Dependent Long Patch Base Excision Repair	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-3928664	Ephrin signaling	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-933542	TRAF6 mediated NF-kB activation	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-450385	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-438066	Unblocking of NMDA receptor, glutamate binding and activation	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
R-MMU-1237044	Erythrocytes take up carbon dioxide and release oxygen	1.00000000000477	4.77141347847404e-12	17	0	0	20	8672
